Country/Region,Province/State,LastUpdate,Confirmed,Deaths,Recovered,Latitude,Longitude
Portugal,Portugal,2020-03-16T14:38:45,331,0,3,39.3999,-8.2245
China,Hebei,2020-03-13T11:09:03,318,6,310,38.0428,114.5149
Czechia,Czechia,2020-03-16T23:53:02,298,0,3,49.8175,15.4730
China,Fujian,2020-03-11T02:18:14,296,1,295,26.0789,117.9874
Finland,Finland,2020-03-16T14:38:45,277,0,10,61.9241,25.7482
Israel,Israel,2020-03-16T14:38:45,255,0,4,31.0461,34.8516
Slovenia,Slovenia,2020-03-16T14:38:45,253,1,0,46.1512,14.9955
China,Guangxi,2020-03-16T14:38:45,252,2,248,23.8298,108.7881
China,Shaanxi,2020-03-16T14:38:45,245,2,233,35.1917,108.8701
Singapore,Singapore,2020-03-16T14:38:45,243,0,109,1.3521,103.8198
Bahrain,Bahrain,2020-03-16T20:33:03,214,1,77,26.0667,50.5577
Estonia,Estonia,2020-03-16T14:38:45,205,0,1,58.5953,25.0136
Brazil,Brazil,2020-03-16T02:33:08,200,0,1,-14.2350,-51.9253
US,Massachusetts,2020-03-16T21:53:03,197,0,1,42.2302,-71.5301
Iceland,Iceland,2020-03-16T02:13:15,180,0,0,64.9631,-19.0208
US,New Jersey,2020-03-16T22:13:21,178,2,1,40.2989,-74.5210
Canada,Ontario,2020-03-16T16:13:26,177,0,5,51.2538,-85.3232
Poland,Poland,2020-03-16T21:13:17,177,4,13,51.9194,19.1451
China,Yunnan,2020-03-16T23:53:02,176,2,172,24.9740,101.4870
Australia,New South Wales,2020-03-16T14:38:46,171,2,4,-33.8688,151.2093
Ireland,Ireland,2020-03-16T14:38:45,169,2,0,53.1424,-7.6921
China,Hainan,2020-03-16T14:38:45,168,6,161,19.1959,109.7453
US,Colorado,2020-03-16T23:53:03,160,1,0,39.0598,-105.3111
Romania,Romania,2020-03-16T14:38:45,158,0,9,45.9432,24.9668
Chile,Chile,2020-03-16T14:38:45,155,0,0,-35.6751,-71.5430
China,Hong Kong,2020-03-16T14:38:45,155,4,84,22.3000,114.2000
US,Florida,2020-03-16T22:13:21,155,5,0,27.7663,-81.6868
Egypt,Egypt,2020-03-16T15:53:45,150,2,27,26.8206,30.8025
Thailand,Thailand,2020-03-16T14:38:45,147,1,35,15.8700,100.9925
China,Guizhou,2020-03-16T14:38:45,146,2,144,26.8154,106.8748
Philippines,Philippines,2020-03-16T14:38:45,142,12,2,12.8797,121.7740
China,Tianjin,2020-03-15T18:20:18,136,3,133,39.3054,117.3230
Pakistan,Pakistan,2020-03-16T14:38:45,136,0,2,30.3753,69.3451
US,Louisiana,2020-03-16T22:13:21,136,3,0,31.1695,-91.8678
Indonesia,Indonesia,2020-03-16T14:38:45,134,5,8,-0.7893,113.9213
China,Gansu,2020-03-15T18:20:18,133,2,91,36.0611,103.8343
China,Shanxi,2020-03-13T11:09:03,133,0,133,37.5777,112.2922
China,Liaoning,2020-03-16T14:38:45,125,1,115,41.2956,122.6085
Iraq,Iraq,2020-03-16T02:13:15,124,10,26,33.2232,43.6793
Kuwait,Kuwait,2020-03-16T14:38:45,123,0,9,29.3117,47.4818
US,Georgia,2020-03-16T16:53:06,121,1,0,33.0406,-83.6431
India,India,2020-03-16T14:38:45,119,2,13,20.5937,78.9629
Saudi Arabia,Saudi Arabia,2020-03-16T01:13:12,118,0,2,23.8859,45.0792
San Marino,San Marino,2020-03-16T01:33:03,109,7,4,43.9424,12.4578
US,Illinois,2020-03-16T22:13:21,105,0,2,40.3495,-88.9861
Canada,British Columbia,2020-03-16T19:13:13,103,4,4,53.7267,-127.6476
Lebanon,Lebanon,2020-03-16T00:22:11,99,3,1,33.8547,35.8623
United Arab Emirates,United Arab Emirates,2020-03-16T00:22:11,98,0,23,23.4241,53.8478
China,Jilin,2020-03-16T00:22:10,93,1,92,43.6661,126.1923
Russia,Russia,2020-03-16T14:38:45,90,0,8,61.5240,105.3188
Peru,Peru,2020-03-16T14:38:45,86,0,0,-9.1900,-75.0152
US,Texas,2020-03-16T23:53:03,85,0,0,31.0545,-97.5635
Luxembourg,Luxembourg,2020-03-16T01:53:03,77,1,0,49.8153,6.1296
US,Pennsylvania,2020-03-16T20:13:20,77,0,0,40.5908,-77.2098
China,Xinjiang,2020-03-11T02:18:14,76,3,73,41.1129,85.2401
China,Inner Mongolia,2020-03-16T14:38:45,75,1,73,44.0935,113.9448
China,Ningxia,2020-03-16T14:38:45,75,0,75,37.2692,106.1655
Australia,Victoria,2020-03-16T14:38:45,71,0,8,-37.8136,144.9631
Australia,Queensland,2020-03-16T14:38:46,68,0,8,-28.0167,153.4000
Taiwan*,Taiwan*,2020-03-16T14:38:45,67,1,20,23.7000,121.0000
Slovakia,Slovakia,2020-03-16T14:38:45,63,0,0,48.6690,19.6990
South Africa,South Africa,2020-03-16T14:38:45,62,0,0,-30.5595,22.9375
Vietnam,Vietnam,2020-03-16T14:53:04,61,0,16,14.0583,108.2772
Croatia,Croatia,2020-03-16T14:38:45,57,0,2,45.1000,15.2000
Argentina,Argentina,2020-03-16T14:38:45,56,2,1,-38.4161,-63.6167
Canada,Alberta,2020-03-16T02:33:09,56,0,0,53.9333,-116.5765
Panama,Panama,2020-03-16T14:38:45,55,1,0,8.5380,-80.7821
Serbia,Serbia,2020-03-16T14:38:45,55,0,1,44.0165,21.0059
Algeria,Algeria,2020-03-16T14:38:45,54,4,12,28.0339,1.6596
Brunei,Brunei,2020-03-16T14:38:45,54,0,0,4.5353,114.7277
Colombia,Colombia,2020-03-16T14:38:45,54,0,0,4.5709,-74.2973
US,Minnesota,2020-03-16T16:53:06,54,0,0,45.6945,-93.9002
Mexico,Mexico,2020-03-16T14:38:45,53,0,4,23.6345,-102.5528
US,Michigan,2020-03-16T14:38:46,53,0,0,43.3266,-84.5361
Armenia,Armenia,2020-03-16T21:13:17,52,0,0,40.0691,45.0382
Bulgaria,Bulgaria,2020-03-16T14:38:45,52,2,0,42.7339,25.4858
US,Tennessee,2020-03-16T22:13:21,52,0,0,35.7478,-86.6923
Albania,Albania,2020-03-16T14:38:45,51,1,0,41.1533,20.1683
Canada,Quebec,2020-03-16T20:13:20,50,0,0,52.9399,-73.5491
US,Ohio,2020-03-16T20:13:21,50,0,0,40.3888,-82.7649
US,Virginia,2020-03-16T22:13:21,49,1,0,37.7693,-78.1700
US,Diamond Princess,2020-03-16T16:53:06,47,0,0,35.4437,139.6380
US,Wisconsin,2020-03-16T20:13:20,47,0,1,44.2685,-89.6165
US,Nevada,2020-03-16T20:13:20,45,1,0,38.3135,-117.0554
US,Maryland,2020-03-16T20:13:20,41,0,3,39.0639,-76.8021
Hungary,Hungary,2020-03-16T14:38:45,39,1,1,47.1625,19.5033
US,Oregon,2020-03-16T02:33:09,39,1,0,44.5720,-122.0709
US,Utah,2020-03-16T22:33:03,39,0,0,40.1500,-111.8624
US,North Carolina,2020-03-16T23:53:03,38,0,0,35.6301,-79.8064
Ecuador,Ecuador,2020-03-16T02:33:08,37,2,0,-1.8312,-78.1834
Belarus,Belarus,2020-03-16T14:38:45,36,0,3,53.7098,27.9534
Costa Rica,Costa Rica,2020-03-16T02:33:08,35,0,0,9.7489,-83.7534
Latvia,Latvia,2020-03-16T14:38:45,34,0,1,56.8796,24.6032
Cyprus,Cyprus,2020-03-16T02:33:08,33,0,0,35.1264,33.4299
Georgia,Georgia,2020-03-16T02:13:16,33,0,1,42.3154,43.3569
US,South Carolina,2020-03-16T22:33:03,33,1,0,33.8569,-80.9450
Malta,Malta,2020-03-16T15:33:03,30,0,2,35.9375,14.3754
US,Connecticut,2020-03-16T20:13:20,30,0,0,41.5978,-72.7554
Australia,South Australia,2020-03-16T14:38:46,29,0,3,-34.9285,138.6007
Morocco,Morocco,2020-03-16T14:38:45,29,1,1,31.7917,-7.0926
US,Alabama,2020-03-16T22:33:03,29,0,0,32.3182,-86.9023
Australia,Western Australia,2020-03-16T14:38:46,28,1,0,-31.9505,115.8605
Sri Lanka,Sri Lanka,2020-03-16T15:53:45,28,0,1,7.8731,80.7718
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-03-16T21:13:17,25,0,0,43.9159,17.6791
US,Indiana,2020-03-16T22:33:03,25,1,0,39.8494,-86.2583
Senegal,Senegal,2020-03-16T01:13:13,24,0,2,14.4974,-14.4524
Moldova,Moldova,2020-03-16T00:22:11,23,0,0,47.4116,28.3699
US,Iowa,2020-03-16T23:53:03,23,0,0,42.0115,-93.2105
Oman,Oman,2020-03-16T00:22:11,22,0,9,21.4735,55.9754
US,Arkansas,2020-03-16T17:13:23,22,0,0,34.9697,-92.3731
US,District of Columbia,2020-03-16T23:53:03,22,0,0,38.8974,-77.0268
Afghanistan,Afghanistan,2020-03-16T14:38:45,21,0,1,33.9391,67.7100
US,Kentucky,2020-03-16T18:33:03,21,1,1,37.6681,-84.6701
US,Rhode Island,2020-03-16T18:14:12,21,0,0,41.6809,-71.5118
Tunisia,Tunisia,2020-03-16T01:13:13,20,0,0,33.8869,9.5375
US,Grand Princess,2020-03-16T17:13:23,20,0,0,37.6489,-122.6655
China,Qinghai,2020-03-11T02:18:14,18,0,18,35.7452,95.9956
Denmark,Faroe Islands,2020-03-16T14:38:45,18,0,0,61.8926,-6.9118
North Macedonia,North Macedonia,2020-03-16T14:38:45,18,0,1,41.6086,21.7453
Turkey,Turkey,2020-03-16T01:13:13,18,0,0,38.9637,35.2433
US,Arizona,2020-03-16T17:13:23,18,0,1,33.7298,-111.4312
US,Nebraska,2020-03-16T17:13:23,18,0,0,41.1254,-98.2681
Jordan,Jordan,2020-03-16T15:13:35,17,0,1,30.5852,36.2384
Lithuania,Lithuania,2020-03-16T14:38:45,17,0,1,55.1694,23.8813
US,Maine,2020-03-16T18:14:12,17,0,0,44.6939,-69.3819
US,New Hampshire,2020-03-16T22:33:03,17,0,0,43.4525,-71.5639
US,New Mexico,2020-03-16T02:53:12,17,0,0,34.8405,-106.2485
Venezuela,Venezuela,2020-03-16T00:53:03,17,0,0,6.4238,-66.5897
Azerbaijan,Azerbaijan,2020-03-16T14:38:45,15,1,6,40.1431,47.5769
Burkina Faso,Burkina Faso,2020-03-16T14:38:45,15,0,0,12.2383,-1.5616
Martinique,Martinique,2020-03-16T14:38:45,15,1,0,14.6415,-61.0242
Maldives,Maldives,2020-03-15T18:20:18,13,0,0,3.2028,73.2207
US,Mississippi,2020-03-16T22:33:03,13,0,0,32.7416,-89.6787
US,Vermont,2020-03-16T17:13:23,12,0,0,44.0459,-72.7107
Bolivia,Bolivia,2020-03-16T14:38:45,11,0,0,-16.2902,-63.5887
China,Macau,2020-03-16T00:22:10,11,0,10,22.1667,113.5500
Dominican Republic,Dominican Republic,2020-03-14T20:53:02,11,0,0,18.7357,-70.1627
French Guiana,French Guiana,2020-03-16T14:38:46,11,0,0,3.9339,-53.1258
US,Kansas,2020-03-16T17:13:23,11,1,0,38.5266,-96.7265
Jamaica,Jamaica,2020-03-16T01:53:03,10,0,2,18.1096,-77.2975
Kazakhstan,Kazakhstan,2020-03-16T14:38:45,10,0,0,48.0196,66.9237
US,Oklahoma,2020-03-16T18:14:12,10,0,0,35.5653,-96.9289
US,South Dakota,2020-03-16T20:13:20,10,1,0,44.2998,-99.4388
Reunion,Reunion,2020-03-16T14:38:45,9,0,0,-21.1151,55.5364
Bangladesh,Bangladesh,2020-03-16T14:38:45,8,0,2,23.6850,90.3563
New Zealand,New Zealand,2020-03-15T18:20:18,8,0,0,-40.9006,174.8860
Paraguay,Paraguay,2020-03-16T14:38:45,8,0,0,-23.4425,-58.4438
US,Delaware,2020-03-16T20:13:20,8,0,0,39.3185,-75.5071
Uruguay,Uruguay,2020-03-16T14:38:45,8,0,0,-32.5228,-55.7658
Australia,Tasmania,2020-03-16T14:38:46,7,0,0,-41.4545,145.9707
Cambodia,Cambodia,2020-03-14T12:53:07,7,0,1,12.5657,104.9910
Canada,Manitoba,2020-03-16T02:53:12,7,0,0,53.7609,-98.8139
Canada,Saskatchewan,2020-03-16T20:13:20,7,0,0,52.9399,-106.4509
Monaco,Monaco,2020-03-16T14:38:45,7,0,0,43.7384,7.4246
US,Hawaii,2020-03-16T02:53:12,7,0,0,21.0943,-157.4983
US,Montana,2020-03-15T18:20:19,7,0,0,46.9219,-110.4544
Ukraine,Ukraine,2020-03-16T21:13:17,7,1,0,48.3794,31.1656
Canada,New Brunswick,2020-03-16T02:53:12,6,0,0,46.5653,-66.4619
Ghana,Ghana,2020-03-15T18:20:18,6,0,0,7.9465,-1.0232
Guadeloupe,Guadeloupe,2020-03-16T14:38:45,6,0,0,16.2650,-61.5510
Honduras,Honduras,2020-03-16T14:38:45,6,0,0,15.2000,-86.2419
US,Missouri,2020-03-16T17:13:23,6,0,0,38.4561,-92.2884
United Kingdom,Channel Islands,2020-03-16T14:38:45,6,0,0,49.3723,-2.3644
Uzbekistan,Uzbekistan,2020-03-16T14:38:45,6,0,0,41.3775,64.5853
Canada,Nova Scotia,2020-03-16T17:53:03,5,0,0,44.6820,-63.7443
Ethiopia,Ethiopia,2020-03-16T14:38:45,5,0,0,9.1450,40.4897
France,French Guiana,2020-03-16T14:38:45,5,0,0,4.0000,-53.0000
Rwanda,Rwanda,2020-03-16T01:33:03,5,0,0,-1.9403,29.8739
US,Idaho,2020-03-15T18:20:19,5,0,0,44.2405,-114.4788
US,Puerto Rico,2020-03-16T00:22:11,5,0,0,18.2208,-66.5901
Cameroon,Cameroon,2020-03-16T02:33:08,4,0,0,3.8480,11.5021
Cuba,Cuba,2020-03-13T23:53:02,4,0,0,21.5218,-77.7812
Guyana,Guyana,2020-03-15T18:20:19,4,1,0,4.8604,-58.9302
Liechtenstein,Liechtenstein,2020-03-14T20:53:02,4,0,0,47.1660,9.5554
Trinidad and Tobago,Trinidad and Tobago,2020-03-16T14:38:45,4,0,0,10.6918,-61.2225
France,French Polynesia,2020-03-15T18:20:19,3,0,0,-17.6797,-149.4068
France,Guadeloupe,2020-03-16T14:38:45,3,0,0,16.2500,-61.5833
France,Saint Barthelemy,2020-03-16T14:38:45,3,0,0,17.9000,-62.8333
Guam,Guam,2020-03-16T02:13:16,3,0,0,13.4443,144.7937
Kenya,Kenya,2020-03-16T00:22:11,3,0,0,-0.0236,37.9062
Puerto Rico,Puerto Rico,2020-03-16T14:38:45,3,0,0,18.2000,-66.5000
Seychelles,Seychelles,2020-03-16T01:13:13,3,0,0,-4.6796,55.4920
US,Guam,2020-03-15T18:20:19,3,0,0,13.4443,144.7937
US,Wyoming,2020-03-15T02:53:03,3,0,0,42.7560,-107.3025
Andorra,Andorra,2020-03-16T02:33:08,2,0,1,42.5063,1.5218
Aruba,Aruba,2020-03-13T23:53:03,2,0,0,12.5211,-69.9683
Australia,Australian Capital Territory,2020-03-16T14:38:46,2,0,0,-35.4735,149.0124
Canada,Grand Princess,2020-03-16T00:22:11,2,0,0,37.6489,-122.6655
Congo (Kinshasa),Congo (Kinshasa),2020-03-13T22:22:02,2,0,0,-4.0383,21.7587
France,St Martin,2020-03-14T16:33:03,2,0,0,18.0708,-63.0501
Guatemala,Guatemala,2020-03-16T14:38:45,2,1,0,15.7835,-90.2308
Jersey,Jersey,2020-03-14T16:33:03,2,0,0,49.1900,-2.1100
Kosovo,Kosovo,2020-03-15T18:20:19,2,0,0,42.6026,20.9030
Namibia,Namibia,2020-03-14T16:33:03,2,0,0,-22.9576,18.4904
Nigeria,Nigeria,2020-03-13T22:22:02,2,0,0,9.0820,8.6753
Saint Lucia,Saint Lucia,2020-03-16T00:22:11,2,0,0,13.9094,-60.9789
Antigua and Barbuda,Antigua and Barbuda,2020-03-15T18:20:19,1,0,0,17.0608,-61.7964
Australia,Northern Territory,2020-03-14T01:53:03,1,0,0,-12.4634,130.8456
Benin,Benin,2020-03-16T14:38:46,1,0,0,9.3077,2.3158
Bhutan,Bhutan,2020-03-13T22:22:02,1,0,0,27.5142,90.4336
Canada,Newfoundland and Labrador,2020-03-15T02:13:21,1,0,0,53.1355,-57.6604
Canada,Prince Edward Island,2020-03-15T02:13:21,1,0,0,46.5107,-63.4168
Central African Republic,Central African Republic,2020-03-16T03:33:03,1,0,0,6.6111,20.9394
China,Tibet,2020-03-11T02:18:14,1,0,1,31.6927,88.0924
Congo (Brazzaville),Congo (Brazzaville),2020-03-16T14:38:45,1,0,0,-0.2280,15.8277
Cote d'Ivoire,Cote d'Ivoire,2020-03-13T22:22:02,1,0,0,7.5400,-5.5471
Equatorial Guinea,Equatorial Guinea,2020-03-15T06:41:54,1,0,0,1.5000,10.0000
Eswatini,Eswatini,2020-03-15T06:41:54,1,0,0,-26.5225,31.4659
France,Mayotte,2020-03-16T14:38:45,1,0,0,-12.8431,45.1383
Gabon,Gabon,2020-03-14T13:33:04,1,0,0,-0.8037,11.6094
Greenland,Greenland,2020-03-16T16:53:06,1,0,0,71.7069,-42.6043
Guernsey,Guernsey,2020-03-13T22:22:03,1,0,0,49.4500,-2.5800
Guinea,Guinea,2020-03-15T06:41:54,1,0,0,9.9456,-9.6966
Holy See,Holy See,2020-03-13T22:22:02,1,0,0,41.9029,12.4534
Liberia,Liberia,2020-03-16T14:38:46,1,0,0,6.4281,-9.4295
Mauritania,Mauritania,2020-03-15T18:20:19,1,0,0,21.0079,-10.9408
Mayotte,Mayotte,2020-03-16T14:38:45,1,0,0,-12.8275,45.1662
Mongolia,Mongolia,2020-03-13T22:22:02,1,0,0,46.8625,103.8467
Nepal,Nepal,2020-03-13T22:22:03,1,0,1,28.3949,84.1240
Netherlands,Curacao,2020-03-16T00:22:11,1,0,0,12.1696,-68.9900
Republic of the Congo,Republic of the Congo,2020-03-16T03:33:03,1,0,0,-1.4400,15.5560
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,0,12.9843,-61.2872
Somalia,Somalia,2020-03-16T14:38:46,1,0,0,5.1521,46.1996
Sudan,Sudan,2020-03-14T01:13:32,1,1,0,12.8628,30.2176
Suriname,Suriname,2020-03-14T16:33:03,1,0,0,3.9193,-56.0278
Tanzania,Tanzania,2020-03-16T14:38:45,1,0,0,-6.3690,34.8888
The Bahamas,The Bahamas,2020-03-16T03:33:03,1,0,0,24.2500,-76.0000
Togo,Togo,2020-03-13T22:22:02,1,0,0,8.6195,0.8248
US,Alaska,2020-03-13T14:53:03,1,0,0,61.3707,-152.4044
US,North Dakota,2020-03-12T09:33:03,1,0,0,47.5289,-99.7840
US,Virgin Islands,2020-03-16T00:22:11,1,0,0,18.3358,-64.8963
United Kingdom,Cayman Islands,2020-03-16T14:53:04,1,1,0,19.3133,-81.2546
United Kingdom,Gibraltar,2020-03-14T16:33:03,1,0,1,36.1408,-5.3536
Australia,From Diamond Princess,2020-03-14T02:33:04,0,0,0,35.4437,139.6380
US,West Virginia,2020-03-10T02:33:04,0,0,0,38.4912,-80.9545
occupied Palestinian territory,occupied Palestinian territory,2020-03-11T20:53:02,0,0,0,31.9522,35.2332
